id,fullname,address,phone_number,email,workplace,birthdate,registration_date,gender,income,expenses,credit,deposit
369,Afinogen Glebovich Panfilov,"Zvenigorod, etc. Suvorov, d. 5 p. 2/7, 265 979",81980887148,nikola_15@hotmail.com,"from. New Urengoj, pr. Vokzal'na, d. 5/2 in. 408, 282 838",37178,41546,M,,87831,,
370,Veselov Czeslaw Arsenovich,"COFO Rubtsovsk, ALL. Olympic, d. To 6/4. 3/1, 125,225",8 742 421 09 61,averjan_81@yandex.ru,"COFO Novomichurinsk, nab. Black Sea, d. 18 to. 33, 258557",23877,42729,M,,79297,,
371,Mokey Feodosevich Afanasiev,"Art. Suzdal Str. Apricot, d. 9/3, pp. 610, 830 797",8 (120) 072-8462,ckolesnikov@yandex.ru,"d. Barguzin, nab. Martha 8, d. 37, 409 764",28183,42909,M,,87822,,
372,Eduard Rusakov Tarasovich,"Art. Mineralnye Vody, trans. Dokuchaev, d. 8/1 in. 908 307119",+7 174 865 70 64,lebedevpolikarp@rambler.ru,"n. Kimry Str. Student, d. 7/2, pp. 7, 428437",26647,41730,M,210743,107384,1,1
373,Rogov Anastasia Arkhipovna,"from. Maikop, nab. TBN, d. 1 k. 42, 028 712",8 (592) 266-39-17,oktjabrina2009@mail.ru,"Inta, w. Zaovrazhnaya, d. 6/4 in. 2/4, 308307",23569,42064,F,228899,108486,1,
374,Orlov Sigismund Izotovich,"n. Kataysk, nab. Soviet,. To 12. 1/6 032883",8 521 294 5634,frol60@yandex.ru,"d. Vyazma, ALL. Railway, d. 260 pp. 25, 181 552",37607,43245,M,,86756,,
375,Ephraim Emilia Oskarovna,"d. Sukhinichi Str. Mechanical, d. 570 to. 46 964 705",8 (248) 483-6289,tatjana_2016@mail.ru,"Art. Kemerovo, ALL. Sadovaya, d. 7/1, pp. 38, 834 183",34110,43823,F,113235,61537,1,
376,Zoe Kuzminichna Avdeeva,"COFO Kirensk, ALL. Suburban, d. 4 221360",8 946 469 43 92,osipovladislav@gmail.com,"a. tulpan river, w. Podlesnoe, d. 165, 872 522",33011,42966,F,,84194,,
377,Tarasova Maria L.,"Art. Ussuriysk, pr. Azina, d. To 5/4. 5/2 370460",+77369126022,jakushevostap@yahoo.com,"Art. Kostomuksha, w. Pirogova d. 72 p. 1/8, 071,582",36435,42901,F,,104481,,1
378,Nazarov Pancrate T.,"d. Kolomna, bul. Azovskiy, d. 17, 374 792",8 (240) 273-00-15,pavlovsevastjan@mail.ru,"Host COFO, pr. Kotchubey, d. 7 to. 84, 383956",32809,43684,M,,68371,,
379,Anisim Arkhipovich Karpov,"COFO Kashira, trans. Leo Tolstoy, d. 5/6, 027 473",81269133736,elizaveta_57@gmail.com,"n. Makarov, w. Crimean, d. 7 pp. 9, 845 335",33763,43261,M,,78322,,1
380,Dementiy Arsenovich Stepanov,"n. Argayash, trans. Club, d. 344 to. 8, 229 458",8 893 401 1465,teterinkuzma@yahoo.com,"d. Aleksandrovsk, w. Matrosov, d. 54 p. 5, 788,897",27655,42642,M,,103287,,
381,Sazonov Nathan Vilorovich,"n. Kurumkan, pr. Turgeneva, d. 55 p. 6/1 934483",+7 064 974 0880,shashkovavalerija@yandex.ru,"Zlatoust, st. Herzen, d. 49, 164 145",30472,40937,M,103451,82636,1,1
382,Karl Y. Kirillov,"n. Nizhny Novgorod, w. Esenina, d. 2/3 592125",+7 (621) 277-1947,vladlen88@mail.ru,"from. Torzhok, ul. Fraternal, d. 9/3, 065 271",37651,42125,M,118283,78490,1,
383,Callistratus Kharlampovich Zaitsev,"n. Aleksin, w. Mendeleyev, d. 7, 800,454",+7 (224) 258-1577,fominbronislav@yandex.ru,"COFO Kurtamysh, pr. Pirogova d. 696 pp. 170, 863 156",30369,41182,M,,121517,,
384,Antonina Bogdanova Yulyevna,"Sasovo, bul. Papanin, d. 825 to. 5/4, 101 408",+7 (883) 411-43-82,gostomisllitkin@mail.ru,"n. Shelehov blvd. Sverdlov, d. 37 p. 99, 662372",25651,41075,F,,88571,,
385,Nadezhda Aleksandrova Rudolfovna,"COFO Pskov, st. Lermontov, d. 887 to. 1 380 813",84622439621,gerasim1989@rambler.ru,"n. Balashikha, sh. Pioneer, d. 51, 166275",36884,42518,F,286983,88049,1,1
386,Sidorova Maria Nikolaevna,"from. Pechora, w. Wide, d. 9/2 in. 162 793 588",8 (392) 274-7924,shilovaoksana@rambler.ru,"a. Ust-Ishim, etc. Chelyuskintsev, d. 2/4 in. 914 707 643",25366,41177,F,,84727,,
387,Benedict Edgardovich Melnikov,"d. Hassan, w. Poor Damian, d. 611 pp. 90, 796 004",+7 684 932 2075,mihe2003@yandex.ru,"Olenegorsk (Yakutia.), Str. Home, d. 6 in. 2/3, 062 562",28204,43398,M,,71548,,1
388,Hope G. Koshelev,"a. Chernyahovsk blvd. Krasnodar, d. 885 to. 76, 131673",8 133 959 9637,arseni_1998@hotmail.com,"g. Roslavl Street. Uritskogo d. To 35. 9/6, 260,070",31665,42490,F,,103731,,
389,Artem V. Ponomarev,"COFO Orsk, bul. Labor, d. 7/6, 782 421",+75820146009,terentevavasilisa@mail.ru,"from. Yuzhnouralsk, ALL. Youth, d. 8 215 716",35018,42062,M,139037,95096,1,
390,Nikon Fedoseevich Zhukov,"Art. Belgorod, ul. Zhukov, d. 6 k. 171, 802 668",86632214992,zkulikov@mail.ru,"Art. Yurovsky, bul. Road, d. 96 p. 6, 660,856",31085,43393,M,208038,96153,1,
391,Oia F. SELIVERSTOVA,"Lagan, pr. Stavropol, d. 572 p. 5, 039,492",8 (651) 215-00-45,jakovlevsimon@hotmail.com,"Art. Peaceful, ALL. Lower, d. 5/7 in. 570 959 800",31296,43052,F,182350,80976,1,1
392,Alina Fedorova Maksimovna,"from. Abakan, ALL. Razin, d. 56 to. 50, 549 422",+79538748164,gromovaveronika@yandex.ru,"d. Usolye Siberian, ALL. Day, d. 2 to. 3 317 329",31712,43127,F,,85664,,1
393,Alexander A. Sharov,"d. Troitsk (Mosk.) ALL. South, d. 5/7, 515 023",+7 (278) 572-19-77,zhdanovkondrati@gmail.com,"a. Sosnovy Bor, w. Large, d. 185 p. 3, 483,369",34715,42324,F,,84314,,1
394,Agatha Naumovna Sazonov,"from. Zhigulevsk, nab. Driving, d. 7/5 in. 9/1, 160 331",8 (458) 564-93-68,mstislavpetuhov@yandex.ru,"a. Usman, w. Kuznetsk, d. P 2/8. 1/5, 938,684",26363,41182,F,,84787,,1
395,Anikei Teimurazovich Kryukov,"n. Cheremhovo, ALL. Mechanical, d. 424 to. 50, 231 475",+7 (866) 544-8850,egor_1986@gmail.com,"from. Kamensk-Uralsky, ALL. Installers, d. 4 to. 447, 218 595",23035,41422,M,,77852,,
396,Lydia V. Knyazev,"n. Chebarkul, ALL. Leonova, d. 847, 999 558",+7 839 265 41 54,emilija2011@yahoo.com,"Art. St. Petersburg, pr. Rural, d. 3 p. 1/8, 726 456",25138,41262,F,,111808,,
397,Danila Tsvetkov Erofeevich,"Mr. Kamennomostsky, etc. Privolny, d. 630 to. 769 734 957",81673704834,volkovsvetozar@mail.ru,"from. Krasnoyarsk, ul. May, d. 96, 553 604",32901,42407,M,,97234,,
398,Boers Dementii Germanovich,"COFO Gudermes lane. Z.Kosmodemyanskoy, d. 581 to. 8/8, 543 940",8 644 505 38 64,qblohin@yandex.ru,"COFO Rossosh, trans. DOS, d. 55 p. 6/5, 074 081",31601,42562,M,102594,59769,1,
399,Jeanne Vyacheslavovna Kovalev,"a. Balaam lane. Krasnopartizanskaya, d. 11, 715 091",+7 (582) 689-4044,kalashnikovavde@hotmail.com,"COFO Ozery, w. Scherbakov, d. 425 to. 6, 081,276",37457,41034,F,,74036,,
400,Averky Matveevich Polyakov,"Rossosh, ALL. Fadeyeva, d. 7, 272,248",+7 (430) 031-70-26,serge_18@gmail.com,"n. Svetlahorsk (Kalin.), Ave. Truth, d. 6 pp. 61, 284 225",22142,43277,M,,85086,,1
401,Kasyan Zhukov Afanasievich,"from. Kirovo-Chepetsk, nab. Zoe Kosmodemyanskoy, d. 29 in. 5/2, 450 443",8 (715) 307-8505,kirillovsokrat@gmail.com,"a. Budennovsk, bul. Basil, d. 6/4 p. 70 460 449",36567,43033,M,,78833,,
402,Kim Valer'yanovich Grigoriev,"city ​​of Novgorod the Great, etc. Offshore, d. 92, 601001",8 (653) 095-9100,kudrjavtsevostap@yandex.ru,"COFO Ryazhsk, pr. Floral, d. 3/1, pp. 758, 797 092",28233,41696,M,,99335,,1
403,Tamara Kornilova,"COFO Rebriha, pr. Kuznetskii, d. 282 to. 2/3 258760",+7 368 831 60 12,sobolevmihe@gmail.com,"n. Onega, nab. Locomotive, d. 1 p. 3, 970,374",27745,42605,F,200686,70457,1,
404,Seraphim Adamovich Rozhkov,"from. Lgov Str. Ushakova, d. 8 pp. 64, 400108",+7 (424) 172-9882,pestovauljana@yahoo.com,"from. Urus-Martan, bul. Matrosov, d. 449 pp. 47, 173 979",32769,42045,M,,81841,,1
405,Knyazev Emil Izotovich,"Art. Cherskiy, w. Culture, d. 89 in. 757 701 690",8 (035) 584-0145,filippovmina@gmail.com,"from. Zhigulevsk, trans. Train, d. 47 in. 344 973 271",28473,41695,M,,64794,,
406,Ernest Erofeevich Dementiev,Art. Elton lane. Dzerzhinskogo. 922 pp. 2 055 836,+7 923 625 39 51,anikita26@mail.ru,"d. A bottom straight. Krasnopartizanskaya, d. 597 p. 3, 311,951",37677,42736,M,,79298,,1
407,Agatha Moses L.,"n. Krasnoturinsk, ALL. Intercession, d. 6/3, 777 252",+7 (232) 174-6048,rkulagin@gmail.com,"Art. Kislovodsk, ul. Voykova, d. 8/6 p. 51 517 497",36739,41238,F,,72412,,
408,Porphyry Cheslavovich Kolesnikov,"a. Kalyazin, trans. Levanevskogo d. 6, 107220",+7 043 821 5787,kiselevelizar@mail.ru,"Mr. Cedar Blvd. Comintern d. 6 pp. 9/9, 600,488",23373,42952,M,202662,86728,1,
409,Gorbunova Anna A.,"Pereslavl-Zaleski, ALL. May 9, d. 827 to. 40 588 211",+7 722 261 81 50,olimpi_75@yandex.ru,"Art. Aleksin, ALL. Grounds, d. 5, p. 70, 235066",26498,41063,F,,75681,,1
410,Hypatia Feoktistovich Eliseev,"a. Armavir, ALL. Gastello d. 8, 465 524",+7 (739) 204-30-57,yburov@hotmail.com,"d. Bilibino, bul. Lenin, d. 6/7, 940 030",31280,43449,M,219299,94988,1,
411,Lyudmila Popova Albertovna,"COFO Skovorodino, etc. Liberty, d. 871 to. 623, 518 176",+7 805 491 9282,epifan_12@yandex.ru,"from. Chermoz, nab. Installers, d. To 6/8. 35 944 736",28210,41612,F,201418,77300,1,
412,Thomas Kuznetsov Abramovich,"a. New Oskol, ALL. Kochubey, d. 69 p. 5/9, 887 068",+7 622 777 8096,longin41@hotmail.com,"from. Aldan, ALL. Thieves, d. 8, 121 445",32527,42640,M,138865,73158,1,
413,Nestor Filimonovich Fedotov,"from. Siktivkar, ave. Vidradny, d. 1 556 304",+7 (485) 024-91-78,igor81@mail.ru,"d. Murmansk, nab. Hope, d. 6/1 p. 6/8, 684 142",26945,43298,M,,93847,,1
414,Akulina Tarasovna Subbotina,"d. Vytegra, trans. Traktovaya, d. 73, 809 102",8 (388) 062-9794,kornilnikolaev@hotmail.com,"p. Tikhvin, ALL. Freedom, d. To 9/9. 93 404 149",30921,42001,F,,79606,,
415,Autonomous Borislavovich Filatov,"n. Cherepovets, trans. Novoselov, d. 581 p. 1/9, 475 366",+7 834 984 38 13,sitnikovvikenti@gmail.com,"n. Buguruslan, w. Chemists, d. 38 p. 5/9, 781 800",24553,41417,M,,95302,,
416,Maya Valerievna Aksenov,"Tver, nab. Nikolaeva, d. To 294. 9 035 950",+7 (819) 288-4812,gurevdemjan@mail.ru,"n. Nevinnomyssk, pr. Cool, d. 33, pp. 623, 754 585",25561,41891,F,,68378,,
417,Kalinin Rurik Denisovich,"Kachkanar, w. Queen, d. To 6. 85, 308 723",80416313937,angelina_76@rambler.ru,"a. Breda, ALL. Korolenko, d. 39 p. 9/2, 800 590",26990,43014,M,,82552,,1
418,Savina Oksana Evgenevna,"Art. Zhukovski, ave. Chelyuskintsev d. 5.1 pp. 24, 385224",8 210 974 94 10,visheslav_88@gmail.com,"n. Tavda, nab. Popov, d. 26 in. 8/4, 255 450",31570,41940,F,,73270,,
419,Rodionova Martha G.,"Art. Fatezh, w. Bryansk, d. 1/8 in. 473 969 035",+7 402 701 8880,valerjan1972@hotmail.com,"from. Bryansk, w. Kazachye, d. 6/1 in. 413, 118551",36026,43413,F,,89976,,
420,Irakli Yulevich Samoilov,"n. Beslan, bul. Sholokhov, d. 46 877 209",+7 (926) 610-58-45,innokentikorolev@hotmail.com,"from. Tokma, nab. Vokzal'na, d. 828 to. 444, 110345",30410,42556,M,,91755,,1
421,Akulina Valentinovna Odintsov,"COFO Meadows, pr. Darwin, d. 17, p. 2, 682017",8 404 004 18 91,odintsovizmail@yandex.ru,"Okhotsk, nab. Depovskaya, d. 2/7 pp. 149, 910 910",25677,43358,F,,104033,,
422,Alina Veselova Ilinichna,"from. October (Bash.) Emb. Coal, d. 95 k. 2, 641 773",8 (094) 831-7893,fedosi_1972@hotmail.com,"k. Anapa, pr. posts, d. 2/2 p. 5, 837,349",23703,42843,F,,85954,,
423,Bragin Angelina Y.,"a. Tomari, bul. October, d. 8/3 p. 105, 455415",8 (987) 666-3425,volkovasinklitikija@rambler.ru,"Magnitogorsk, nab. Rowan, d. 88, 531 408",33018,42271,F,,69181,,1
424,Ludmila Guseva,"COFO Kaspiysk, trans. Proletarian, d. 382 in., 4/7 038735",+7 (028) 458-8355,titovmina@rambler.ru,"COFO Soboleva, w. Crimea, d. 6/4 p. 7/8, 964 770",29532,43792,F,,71944,,
425,Gleb E. Gusev,"a. Kuznetsk, trans. Floatable, d. 3, pp. 8, 549 538",+72891801687,rjurik1995@yandex.ru,"n. Kandalaksha, ALL. Slavic, d. 64 to. 27, 367677",28908,42602,M,,105637,,1
426,Velimir Terent'evich Gushchin,"n. Baksan, nab. 8 Marta, d. 906, pp. 11, 856 675",83885717501,merkushevserafim@rambler.ru,"from. Ulyanovsk, trans. Amur, d. 1/8, 135 043",31007,40980,M,,77409,,1
427,Denis Kabanov Tarasovich,"Art. Shatki, pr. Kosmodemyanskoy, d. 1 k. 6, 991,653",88316113269,terenti_20@gmail.com,"Mr. Kamennomostsky, nab. Rucheynaya, d. 438 p. 2/6, 726 217",34843,42283,M,,71388,,
428,Sitnikov Aristarchus Fomich,"COFO Valdai, w. Lenin, d. 581, 035 190",+7 660 744 4730,olga2010@yahoo.com,"COFO Vladivostok, etc. Brick, d. 4/1, 577 132",33348,41703,M,,96796,,1
429,Kolesnikov Titus E.,"n. Tomari, bul. Zoe Kosmodemyanskoy, d. 7 to. 48, 601880",+7 (505) 691-02-04,miron12@gmail.com,"d. Gelendzhik Embankment. L.Tolstogo, d. 106 p. 2/5, 800,908",32939,43546,M,,78328,,
430,Pimen Gurevich Mironov,"from. Dubna, w. Soviet Army, d. 711 to. 722 678 864",+74554152378,fadeevafekla@yandex.ru,"COFO Volgograd, nab. Alder, e. 904 p. 59, 731066",24932,43358,M,110498,99489,1,1
431,Krasil'nikova Agatha Albertovna,"d. Gremyachinsk (Buryat-.), bd. Shishkin, d. 893 to. 25, 003 832",8 (734) 671-8510,lebedevtihon@yandex.ru,"a. Bodaibo Str. Kuban, d. 6, 600,638",34173,41507,F,231235,87742,1,
432,Ladislav E. Zykov,"Art. Nizhnevartovsk, st. Theatrical, d. 8, 892 421",8 (590) 603-9022,avksenti1980@yahoo.com,"d. Slyudyanka, trans. Razin, d. 992 to. 16, 169800",24520,42115,M,,92670,,
433,Hope Kuzminichna Rozhkov,"n. Petuhovo Str. Zaovrazhnaya, d. 3/4 p. 4/6, 917 882",+75126680212,vorontsovagalina@mail.ru,"d. Kurtamysh, ALL. Stakhanovskaya, d. 67, 210064",34927,41248,F,,77091,,
434,Sorokin Konstantin Fedorovich,COFO Mezen Str. Elevatornaya d. 2 pp. 2 118 368,+7 (100) 317-0808,dementevadarja@gmail.com,"a. Solnechnogorsk Str. March 8, d. 5/7, 906,447",26393,43817,M,203590,68254,1,1
435,Lytkin Teoctist Erofeevich,"n. Maikop, pr. Communal, d. 61, 297 590",+76130228990,georgikalinin@mail.ru,"COFO Glazov, ALL. Goncharova, d. 2/5, 880 224",22480,41259,M,,63248,,1
436,Bazhen Arkhipovich Isayev,"Torzhok, trans. Club, d. 5/5 pp. 333, 773 866",8 778 622 2750,naum_14@mail.ru,"n. Agatha, bul. Zaozerny, d. 114 p. 5, 043,073",23378,41130,M,,83527,,
437,Thekla L. Mironova,"COFO Listvyanka (Irkut.) ALL. Roadside, d. 7, 606,230",+71007348309,ipat80@mail.ru,"d. Partizansk, w. Industrial, d. 677 to. 3/7 288190",35921,41491,F,,73826,,1
438,Petukhova Lukiya Igorevna,"Art. Eniseisk Str. Edible, d. 32, 397875",8 (344) 624-37-29,usitnikov@rambler.ru,"COFO Kotelnich, trans. Fisherman, d. 11 k. 9, 739 967",24820,41746,F,,72107,,1
439,Velimir Antipovich Gorshkov,"n. Mokshan, ALL. Substations, d. 21, 093 938",8 (035) 790-70-91,ksenija_1991@yandex.ru,"COFO Ust Ishim pr. Meliorativny, d. 19, pp. 759, 872 288",36585,43661,M,211855,72312,1,1
440,Timofeev Nazar Avdeevich,"of Pinega, ALL. Distinct, d. 79 to. 35, 059 351",82152879900,eleonora26@gmail.com,"n. Bely Yar (Tomsk.) w. Garage, d. 45, 898 032",24866,42694,M,,100115,,
441,Fomina Regina Rubenovna,"a. Gdov, nab. Don, d. 57 k. 7/9, 495909",8 240 739 85 58,rjabovaija@gmail.com,"d. Krasnoselkup Str. Snow, d. 139 pp. 966, 871 406",25171,41684,F,107387,63980,1,
442,Antonov Athanasius Ilyasovich,"from. Arsenyev, w. Haharina, d. 78 p. 46, 081274",+7 495 126 21 65,pahomdmitriev@gmail.com,"n. Nogliki, nab. Parkhomenko, d. 7/8 p. 72, 283945",35453,43370,M,,80068,,1
443,Luke Feodosevich Doronin,"n. Nizhny Novgorod, w. The trade union, d. 3/5, 421 896",8 345 538 4475,qmorozova@rambler.ru,"d. Gremyachinsk (Buryat-.), str. Key, e. To 9. 936, 690 076",30708,43135,M,,112495,,
444,Vasily Larionov Fadeevich,"from. Kemerovo, trans. Leo Tolstoy, d. 7/5, pp. 65, 767 957",8 (027) 982-80-02,darja07@gmail.com,"d. Ust-Kamchatsk, ALL. Kommunarov, d. 7 568756",33722,43586,M,102744,91210,1,1
445,Merkushev Marian Davidovich,"from. Pavlovsky Posad, ALL. Raspberry, d. 597 p. 4/2, 666 827",+7 (829) 164-30-30,valerjan2019@hotmail.com,"a. Great Ustyug, nab. Karbysheva, d. 5/2 p. 6/7, 010 121",22314,42596,M,,86897,,1
446,Nicanor I. Rogov,"Kimry, ALL. Roadside, d. 3, 357691",87487064954,kapustinaagata@yahoo.com,"COFO Poronaisk Str. Belarus, d. 7/3, 352702",28793,41566,M,,96171,,1
447,Popov Azary Gavriilovich,"a. Kalachinsk, bul. Syamashka, d. 5 k. 7, 011,115",+7 (394) 481-7566,jakushevsemen@yahoo.com,"Art. Kanev, ALL. Aerodrome, d. 48 pp. 83, 904 279",33855,41223,M,,80561,,1
448,Efimov Miroslav Benediktovich,"Art. Alagir, trans. Transport, d. 8, 308 672",+79337813805,evstignestrelkov@yahoo.com,"a. Chulym, w. Leo Tolstoy, d. 961, 986 325",36097,42855,M,,86048,,
449,Lobanov Eugraph Gertrudovich,"COFO Hassan lane. Ulyanovsk, d. 6/4, 251905",8 (426) 696-52-98,gromovafinogen@mail.ru,"from. Nat, nab. Lenin, d. 4, 682,038",26787,41721,M,,80917,,
450,Fedoseyev Ulyana Oskarovna,"g Elat'ma, pr. Cornflower, d. 64 to. 429, 096 225",8 (802) 647-72-72,evgenija95@yahoo.com,"d. Kamyshlov, trans. Soviet, d. 70 p. 3, 828,553",23403,42138,F,,88488,,
451,Ninel V. Zykov,"d. Kamensk-Ural, Blvd. Partizansky d. 66 p. 6, 935,078",8 031 576 21 78,osipfedoseev@yandex.ru,"Art. Ants, ul. Vavilov-, d. To 2/9. 1 125 771",23871,42234,F,,78246,,
452,Knyazev Vlas Feofanovich,"d. Lotoshino Str. Blucher, d. To 7/3. 8, 609 035",8 (301) 581-3750,turovaekaterina@yahoo.com,"Art. Shchelkovo, w. Zaprudnoe, d. 17, p. 9/6, 854,804",24730,41799,M,,103565,,1
453,Ia Alekseevna Belozerova,"d. Sosnogorsk, ALL. Moonlight, d. 62 pp. 156, 386 606",8 (724) 742-4828,evgeni_86@hotmail.com,"Art. Sorochinsk, bul. Ukrainian, d. 495, 297 319",27390,41105,F,,62540,,
454,Dementiev Anikita Z.,"Art. Yeniseisk ALL. Rostov, d. 3 to. 42, 258042",+7 257 444 43 63,lukinasinklitikija@rambler.ru,"g. Ekaterinburg, ul. Space, d. 2/7, 339 832",26879,42321,M,217106,97261,1,
455,Gerasimov Casimir Vladislavovich,"COFO Tiksi pr. Paris Commune, d. 164 p. 1, 455,864",+7 (650) 462-3001,sitnikovamilitsa@hotmail.com,"COFO Gelenjik, pr. Poor Damian, d. 7, p. 2, 356990",34760,42100,M,,79281,,1
456,Love Matveevna Saveliev,"Mr. Pyshma, ALL. Nekrasov, d. 9 pp. 9, 119 091",8 (920) 973-29-20,svjatopolk_65@rambler.ru,"Chekhov Str. Alder, d. 199, 302942",30029,40920,F,110307,77347,1,
457,Simon Ivanna S.,"n. Labytnangy Str. 9 January, d. 76 to. 34, 854 826",+7 946 281 77 80,kopiloviosif@mail.ru,"Art. Kurumkan, pr. Volkova, d. 94 to. 421, 152736",22074,42675,F,158679,75453,1,
458,Harlampi Tarasovich Orekhov,"n. Petushki, ul. Ivanova, d. 5/2 p. 2/4, 788 095",+79486477976,orlovvarfolome@gmail.com,"from. Yuriev-Polsky, w. Central, d. 3/6, 294 442",32365,43348,M,260880,62097,1,
459,Martynov Ivanna Stepanovna,"k. Narjan Mar, pr. Bright, d. 917 p. 9, 326 767",+7 (095) 509-47-59,anisim_1978@yahoo.com,"n. Cape Schmidt, ALL. Freestyle, d. 63, 531 814",28157,42075,F,113911,78850,1,
460,Niphon I. Ravens,"Bologoe, ALL. 1 Maya, d. 1/4 p. 2 150 463",8 647 377 2903,vnikolaev@yandex.ru,"Art. Pushkin, w. Brigade, d. 314 to. 126, 651 988",25324,43795,M,116459,83113,1,1
461,Pakhomov Thomas Adamovich,"a. Sasovo, bul. Pushkin, d. 7/6, 098 626",+7 (558) 137-5860,pzuev@gmail.com,"d. Apsheronsk, pr. Star, d. 31, p. 3, 157625",36277,40934,M,251480,93747,1,1
462,Svetlana Potapova Mironovna,"n. Asbestos c. Production, d. 154 to. 3 683000",+7 (287) 841-8150,spiridon_16@rambler.ru,"n. Vereshagino (Perm.), Ave. 60 October, d. 5/2 008387",27239,42274,F,,75656,,
463,Lyubov Denisova Gennadievna,"d. Nizhny Tagil, w. Puteyskaya, d. 3, pp. 8, 175 628",+71161443072,alevtina_34@yahoo.com,"Samara, ALL. Ukrainian, d. 99 p. 56, 711574",27721,42735,F,215554,97896,1,1
464,Alekseev Januarius Artemyevitch,"g. Angarsk, bul. Power Engineers, d. 55 p. 6/1, 856 997",+7 780 415 46 26,radimignatev@yandex.ru,"k. Shenkursk, pr. Rucheyny, d. 79, 360 920",35025,41358,M,,77062,,
465,Blinov Oia K.,"d. Beslan lane. Full, d. 5, 679,653",+7 (210) 092-87-24,maja34@yahoo.com,"k. Snezhinsk, pr. Eighth March, d. 1 in., 35, 122397",30826,41328,F,137156,65275,1,
466,Tamara L. Efremova,"COFO Shchelkovo, w. Smolenskoye, d. 1, p. 7, 333678",+73231735217,filimonzhukov@gmail.com,"Kyshtym, nab. Astronauts, d. 83 p. 7 188516",33514,43826,F,123983,72388,1,1
467,Bojan E. Medvedev,"Penza, nab. 50 October, d. 7 in. 4 551 824",+7 522 858 38 94,ljubim68@rambler.ru,"d. Ust-Barguzin, ul. Novgorod, d. 294 to. 209, 257050",36289,43757,M,168041,71784,1,
468,Tarasova Naina Feliksovna,"d. Uglich, w. Grape, d. 4, p. 709, 334442",+7 (088) 681-6379,ponomarevleonid@yahoo.com,"COFO Karpinsk, ALL. Coniferous, d. 5.5 pp. 32, 385 548",35344,42966,F,,76678,,
469,Angela Alekseevna Belyaeva,"Mr. Morshansk Str. ZHuravleva, d. 8 pp. 8/2 802031",8 250 248 9131,birjukovsvetozar@hotmail.com,"k. Naro-Fominsk, pr. Makarova, d. 70 to. 530, 042 797",27820,41250,F,,72736,,
470,Ponomareva Oktiabrina Filip,"Serpukhov, etc.. Construction, d. 656 to. 702 515 473",+7 470 553 71 67,ilja83@mail.ru,"n. Ust-Kamchatsk, nab. Voroshilov, d. 1 p. 6, 965,489",31056,42082,F,,86464,,1
471,Amos Erofeevich Konovalov,"a. Sergiev Posad, nab. Marx, d. 2 425 542",8 040 884 19 07,regina_92@mail.ru,"a. Skovorodino, bul. Deputy, d. 5/4 in. 4/1, 962 537",29212,41803,M,,85949,,1
472,Niphon Yevstigneyevich Yakovlev,"Art. Stavropol, pr. Brick, d. To 652. 2 508 878",+7 935 040 9978,titovluka@mail.ru,"COFO Dubna, bul. Shady, d. 1/7 p. 1/4, 495 263",35989,43023,M,,68739,,1
473,Prokofy Averyanovich Pakhomov,"COFO Chokurdakh, nab. Hothouse, d. To 6/8. 13 435 090",+7 527 842 9336,fortunat50@gmail.com,"Art. Sayansk Lenin ave., D. 7/5 in. 6/2 429796",32020,42615,M,281471,67804,1,
474,Margarita Romanova Gulyaev,"d. Gudermes, bul. Basil, d. 3/4, 661 057",+7 (936) 011-4125,elizaveta27@mail.ru,"from. Ignashina, nab. Teachers, d. 776 to. 745, 101 159",23870,43742,F,205427,72526,1,1
475,Sofiya Galkina Danilovna,"d. Kirensk, w. Lev Tolstoho, d. 211 p. 7/4, 665,626",+7 (263) 033-3732,fadeevaklavdija@yandex.ru,"Staraya Russa, ALL. Lermontov, d. 55, 690 194",25570,42810,F,122805,90660,1,1
476,Fedorov Clement I.,"a. Glazov, nab. Altaiskaya, d. 9, 807 395",8 873 682 6580,nikitinaelizaveta@gmail.com,"n. Chulym, trans. Kuznetsova, d. 3, 302,442",27940,42190,M,,89487,,
477,Elena R. Fomina,"COFO Pyshma, trans. Tambovskii, d. 86, 536 135",+7 507 771 1301,zhdanovereme@yandex.ru,"Art. Naberezhnye Chelny, bul. Nuts, d. 40, 636 331",24601,42147,F,,77350,,
478,Zinoviev Claudia G.,"n. Argayash, ALL. School, d. 1/2, 807 704",+7 006 551 4955,anisimovamargarita@yandex.ru,"Mr. Suzun, etc. Dostoevsky, d. 879, 900 550",26716,41316,F,177798,76514,1,1
479,Odintsov Polycarp Efremovich,"d. Urjupinsk, pr. Sedova, d. 4/7 620458",8 695 110 16 31,pahomovlongin@mail.ru,"Klin, bul. Zoe Kosmodemyanskoy, d. 413 to. 4, 504,986",26998,41920,M,,84930,,1
480,Sobolev Samson Matveevich,"Art. Soboleva, trans. Novosel'skii, d. 341 pp. 13, 772 973",8 (676) 549-8813,avdemiheev@rambler.ru,"a. Ust-Kut Street. Schorsa, d. 36, 363162",28401,43359,M,,73322,,
481,Zinoviev Vaclav Trofimovich,"a. Alapaevsk Str. Kutuzova, d. 24, 836 528",+77932696149,ladimirpotapov@rambler.ru,"from. Dzerzhinsk, trans. Ermak, d. 21, pp. 609, 075 131",32809,43049,M,207765,99364,1,1
482,Vishnyakov Orestes V.,"n. Odintsovo, ALL. 60 October, d. 32, 334097",84523527673,zaharovborislav@hotmail.com,"d. Chita, bul. Factory, d. 1 k. 2/8, 681,704",31705,42648,M,,90577,,
